"recipe_id","recipe_type","dimension","inputs","original_output","tiered_output","status","source","source_path"
"more_ores_more_gems:sm_frost_opal_2","minecraft:blasting","overworld","more_ores_more_gems:frost_opal_ore","more_ores_more_gems:memory_opal","more_ores_more_gems:memory_opal","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_frost_opal_2.json"
"more_ores_more_gems:sm_gunpowder_1","minecraft:smelting","overworld","more_ores_more_gems:gunpowder_ore","minecraft:gunpowder","minecraft:gunpowder","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_gunpowder_1.json"
"more_ores_more_gems:sm_gunpowder_2","minecraft:smelting","overworld","more_ores_more_gems:deepslate_gunpowder_ore","minecraft:gunpowder","minecraft:gunpowder","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_gunpowder_2.json"
"more_ores_more_gems:sm_gunpowder_3","minecraft:blasting","overworld","more_ores_more_gems:gunpowder_ore","minecraft:gunpowder","minecraft:gunpowder","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_gunpowder_3.json"
"more_ores_more_gems:sm_gunpowder_4","minecraft:blasting","overworld","more_ores_more_gems:deepslate_gunpowder_ore","minecraft:gunpowder","minecraft:gunpowder","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_gunpowder_4.json"
"more_ores_more_gems:sm_indium_2","minecraft:smelting","overworld","more_ores_more_gems:indium_ore","more_ores_more_gems:indium_ingot","more_ores_more_gems:indium_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_indium_2.json"
"more_ores_more_gems:sm_indium_3","minecraft:smelting","overworld","more_ores_more_gems:deepslate_indium_ore","more_ores_more_gems:indium_ingot","more_ores_more_gems:indium_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_indium_3.json"
"more_ores_more_gems:sm_indium_5","minecraft:blasting","overworld","more_ores_more_gems:indium_ore","more_ores_more_gems:indium_ingot","more_ores_more_gems:indium_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_indium_5.json"
"more_ores_more_gems:sm_indium_6","minecraft:blasting","overworld","more_ores_more_gems:deepslate_indium_ore","more_ores_more_gems:indium_ingot","more_ores_more_gems:indium_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_indium_6.json"
"more_ores_more_gems:sm_lead_1","minecraft:blasting","overworld","more_ores_more_gems:lead_ore","more_ores_more_gems:lead_ingot","more_ores_more_gems:lead_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_lead_1.json"
"more_ores_more_gems:sm_lead_3","minecraft:smelting","overworld","more_ores_more_gems:lead_ore","more_ores_more_gems:lead_ingot","more_ores_more_gems:lead_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_lead_3.json"
"more_ores_more_gems:sm_lead_4","minecraft:smelting","overworld","more_ores_more_gems:deepslate_lead_ore","more_ores_more_gems:lead_ingot","more_ores_more_gems:lead_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_lead_4.json"
"more_ores_more_gems:sm_lead_6","minecraft:blasting","overworld","more_ores_more_gems:deepslate_lead_ore","more_ores_more_gems:lead_ingot","more_ores_more_gems:lead_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_lead_6.json"
"more_ores_more_gems:sm_lemonite_1","minecraft:smelting","overworld","more_ores_more_gems:lemonite_ore","more_ores_more_gems:lemonite","more_ores_more_gems:lemonite","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_lemonite_1.json"
"more_ores_more_gems:sm_lemonite_2","minecraft:smelting","overworld","more_ores_more_gems:deepslate_lemonite_ore","more_ores_more_gems:lemonite","more_ores_more_gems:lemonite","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_lemonite_2.json"
"more_ores_more_gems:sm_lemonite_3","minecraft:blasting","overworld","more_ores_more_gems:lemonite_ore","more_ores_more_gems:lemonite","more_ores_more_gems:lemonite","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_lemonite_3.json"
"more_ores_more_gems:sm_lemonite_4","minecraft:blasting","overworld","more_ores_more_gems:deepslate_lemonite_ore","more_ores_more_gems:lemonite","more_ores_more_gems:lemonite","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_lemonite_4.json"
"more_ores_more_gems:sm_mg_2","minecraft:smelting","overworld","more_ores_more_gems:magnesium_ore","more_ores_more_gems:magnesium_ingot","more_ores_more_gems:magnesium_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_mg_2.json"
"more_ores_more_gems:sm_mg_3","minecraft:smelting","overworld","more_ores_more_gems:deepslate_magnesium_ore","more_ores_more_gems:magnesium_ingot","more_ores_more_gems:magnesium_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_mg_3.json"
"more_ores_more_gems:sm_mg_5","minecraft:blasting","overworld","more_ores_more_gems:magnesium_ore","more_ores_more_gems:magnesium_ingot","more_ores_more_gems:magnesium_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_mg_5.json"
"more_ores_more_gems:sm_mg_6","minecraft:blasting","overworld","more_ores_more_gems:deepslate_magnesium_ore","more_ores_more_gems:magnesium_ingot","more_ores_more_gems:magnesium_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_mg_6.json"
"more_ores_more_gems:sm_monel_2","minecraft:smelting","overworld","more_ores_more_gems:monel_ore","more_ores_more_gems:monel_ingot","more_ores_more_gems:monel_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_monel_2.json"
"more_ores_more_gems:sm_monel_3","minecraft:smelting","overworld","more_ores_more_gems:deeplslate_monel_ore","more_ores_more_gems:monel_ingot","more_ores_more_gems:monel_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_monel_3.json"
"more_ores_more_gems:sm_monel_5","minecraft:blasting","overworld","more_ores_more_gems:monel_ore","more_ores_more_gems:monel_ingot","more_ores_more_gems:monel_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_monel_5.json"
"more_ores_more_gems:sm_monel_6","minecraft:blasting","overworld","more_ores_more_gems:deeplslate_monel_ore","more_ores_more_gems:monel_ingot","more_ores_more_gems:monel_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_monel_6.json"
"more_ores_more_gems:sm_neptunium_2","minecraft:smelting","overworld","more_ores_more_gems:neptunium_ore","more_ores_more_gems:neptunium_nugget","more_ores_more_gems:neptunium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_neptunium_2.json"
"more_ores_more_gems:sm_neptunium_3","minecraft:smelting","overworld","more_ores_more_gems:deepslate_neptunium_ore","more_ores_more_gems:neptunium_nugget","more_ores_more_gems:neptunium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_neptunium_3.json"
"more_ores_more_gems:sm_neptunium_5","minecraft:blasting","overworld","more_ores_more_gems:neptunium_ore","more_ores_more_gems:neptunium_nugget","more_ores_more_gems:neptunium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_neptunium_5.json"
"more_ores_more_gems:sm_neptunium_6","minecraft:blasting","overworld","more_ores_more_gems:deepslate_neptunium_ore","more_ores_more_gems:neptunium_nugget","more_ores_more_gems:neptunium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_neptunium_6.json"
"more_ores_more_gems:sm_nickel_1","minecraft:smelting","overworld","more_ores_more_gems:nickel_ore","more_ores_more_gems:nickel_nugget","more_ores_more_gems:nickel_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_nickel_1.json"
"more_ores_more_gems:sm_nickel_2","minecraft:smelting","overworld","more_ores_more_gems:deepslate_nickel_ore","more_ores_more_gems:nickel_nugget","more_ores_more_gems:nickel_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_nickel_2.json"
"more_ores_more_gems:sm_nickel_4","minecraft:blasting","overworld","more_ores_more_gems:nickel_ore","more_ores_more_gems:nickel_nugget","more_ores_more_gems:nickel_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_nickel_4.json"
"more_ores_more_gems:sm_nickel_5","minecraft:blasting","overworld","more_ores_more_gems:deepslate_nickel_ore","more_ores_more_gems:nickel_nugget","more_ores_more_gems:nickel_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_nickel_5.json"
"more_ores_more_gems:sm_opal_quartz_1","minecraft:smelting","overworld","more_ores_more_gems:opalized_quartz_ore","more_ores_more_gems:opalized_quartz","more_ores_more_gems:opalized_quartz","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_opal_quartz_1.json"
"more_ores_more_gems:sm_opal_quartz_2","minecraft:blasting","overworld","more_ores_more_gems:opalized_quartz_ore","more_ores_more_gems:opalized_quartz","more_ores_more_gems:opalized_quartz","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_opal_quartz_2.json"
"more_ores_more_gems:sm_osmium_2","minecraft:smelting","overworld","more_ores_more_gems:osmium_ore","more_ores_more_gems:osmium_ingot","more_ores_more_gems:osmium_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_osmium_2.json"
"more_ores_more_gems:sm_osmium_3","minecraft:smelting","overworld","more_ores_more_gems:deepslate_osmium_ore","more_ores_more_gems:osmium_ingot","more_ores_more_gems:osmium_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_osmium_3.json"
"more_ores_more_gems:sm_osmium_4","minecraft:smelting","nether","more_ores_more_gems:nether_osmium_ore","more_ores_more_gems:osmium_ingot","more_ores_more_gems:osmium_ingot","already_correct","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_osmium_4.json"
"more_ores_more_gems:sm_osmium_6","minecraft:blasting","overworld","more_ores_more_gems:osmium_ore","more_ores_more_gems:osmium_ingot","more_ores_more_gems:osmium_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_osmium_6.json"
"more_ores_more_gems:sm_osmium_7","minecraft:blasting","overworld","more_ores_more_gems:deepslate_osmium_ore","more_ores_more_gems:osmium_ingot","more_ores_more_gems:osmium_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_osmium_7.json"
"more_ores_more_gems:sm_osmium_8","minecraft:blasting","nether","more_ores_more_gems:nether_osmium_ore","more_ores_more_gems:osmium_ingot","more_ores_more_gems:osmium_ingot","already_correct","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_osmium_8.json"
"more_ores_more_gems:sm_padparadscha_1","minecraft:smelting","overworld","more_ores_more_gems:padparadscha_ore","more_ores_more_gems:padparadscha","more_ores_more_gems:padparadscha","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_padparadscha_1.json"
"more_ores_more_gems:sm_pink_opal_1","minecraft:smelting","overworld","more_ores_more_gems:pink_opal_ore","more_ores_more_gems:pink_opal","more_ores_more_gems:pink_opal","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_pink_opal_1.json"
"more_ores_more_gems:sm_pink_opal_2","minecraft:smelting","overworld","more_ores_more_gems:deepslate_pink_opal_ore","more_ores_more_gems:pink_opal","more_ores_more_gems:pink_opal","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_pink_opal_2.json"
"more_ores_more_gems:sm_pink_opal_3","minecraft:blasting","overworld","more_ores_more_gems:pink_opal_ore","more_ores_more_gems:pink_opal","more_ores_more_gems:pink_opal","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_pink_opal_3.json"
"more_ores_more_gems:sm_pink_opal_4","minecraft:blasting","overworld","more_ores_more_gems:deepslate_pink_opal_ore","more_ores_more_gems:pink_opal","more_ores_more_gems:pink_opal","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_pink_opal_4.json"
"more_ores_more_gems:sm_platin_1","minecraft:smelting","overworld","more_ores_more_gems:platinum_ore","more_ores_more_gems:platinum_nugget","more_ores_more_gems:platinum_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_platin_1.json"
"more_ores_more_gems:sm_platin_2","minecraft:smelting","overworld","more_ores_more_gems:deepslate_platinum_ore","more_ores_more_gems:platinum_nugget","more_ores_more_gems:platinum_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_platin_2.json"
"more_ores_more_gems:sm_platin_4","minecraft:blasting","overworld","more_ores_more_gems:platinum_ore","more_ores_more_gems:platinum_nugget","more_ores_more_gems:platinum_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_platin_4.json"
"more_ores_more_gems:sm_platin_5","minecraft:blasting","overworld","more_ores_more_gems:deepslate_platinum_ore","more_ores_more_gems:platinum_nugget","more_ores_more_gems:platinum_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_platin_5.json"
"more_ores_more_gems:sm_rhodium_2","minecraft:smelting","overworld","more_ores_more_gems:rhodium_ore","more_ores_more_gems:rhodium_nugget","more_ores_more_gems:rhodium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_rhodium_2.json"
"more_ores_more_gems:sm_rhodium_3","minecraft:smelting","overworld","more_ores_more_gems:deepslate_rhodium_ore","more_ores_more_gems:rhodium_nugget","more_ores_more_gems:rhodium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_rhodium_3.json"
"more_ores_more_gems:sm_rhodium_5","minecraft:blasting","overworld","more_ores_more_gems:rhodium_ore","more_ores_more_gems:rhodium_nugget","more_ores_more_gems:rhodium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_rhodium_5.json"
"more_ores_more_gems:sm_rhodium_6","minecraft:blasting","overworld","more_ores_more_gems:deepslate_rhodium_ore","more_ores_more_gems:rhodium_nugget","more_ores_more_gems:rhodium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_rhodium_6.json"
"more_ores_more_gems:sm_shadow_1","minecraft:smelting","overworld","more_ores_more_gems:shadowite_ore","more_ores_more_gems:shadowite","more_ores_more_gems:shadowite","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_shadow_1.json"
"more_ores_more_gems:sm_shadow_2","minecraft:smelting","overworld","more_ores_more_gems:deepslate_shadowite_ore","more_ores_more_gems:shadowite","more_ores_more_gems:shadowite","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_shadow_2.json"
"more_ores_more_gems:sm_shadow_4","minecraft:blasting","overworld","more_ores_more_gems:shadowite_ore","more_ores_more_gems:shadowite","more_ores_more_gems:shadowite","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_shadow_4.json"
"more_ores_more_gems:sm_shadow_5","minecraft:blasting","overworld","more_ores_more_gems:deepslate_shadowite_ore","more_ores_more_gems:shadowite","more_ores_more_gems:shadowite","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_shadow_5.json"
"more_ores_more_gems:sm_tanzanite_ore_1","minecraft:smelting","overworld","more_ores_more_gems:tanzanite_ore","more_ores_more_gems:tanzanite","more_ores_more_gems:tanzanite","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_tanzanite_ore_1.json"
"more_ores_more_gems:sm_tanzanite_ore_2","minecraft:smelting","overworld","more_ores_more_gems:deepslate_tanzanite_ore","more_ores_more_gems:tanzanite","more_ores_more_gems:tanzanite","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_tanzanite_ore_2.json"
"more_ores_more_gems:sm_tanzanite_ore_3","minecraft:blasting","overworld","more_ores_more_gems:tanzanite_ore","more_ores_more_gems:tanzanite","more_ores_more_gems:tanzanite","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_tanzanite_ore_3.json"
"more_ores_more_gems:sm_tanzanite_ore_4","minecraft:blasting","overworld","more_ores_more_gems:deepslate_tanzanite_ore","more_ores_more_gems:tanzanite","more_ores_more_gems:tanzanite","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_tanzanite_ore_4.json"
"more_ores_more_gems:sm_thalassium","minecraft:smelting","overworld","more_ores_more_gems:thalassium_ore","more_ores_more_gems:thalassium_ingot","more_ores_more_gems:thalassium_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_thalassium.json"
"more_ores_more_gems:sm_thalassium_2","minecraft:smelting","overworld","more_ores_more_gems:deepslate_thalassium_ore","more_ores_more_gems:thalassium_ingot","more_ores_more_gems:thalassium_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_thalassium_2.json"
"more_ores_more_gems:sm_thalassium_4","minecraft:blasting","overworld","more_ores_more_gems:thalassium_ore","more_ores_more_gems:thalassium_ingot","more_ores_more_gems:thalassium_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_thalassium_4.json"
"more_ores_more_gems:sm_thalassium_5","minecraft:blasting","overworld","more_ores_more_gems:deepslate_thalassium_ore","more_ores_more_gems:thalassium_ingot","more_ores_more_gems:thalassium_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_thalassium_5.json"
"more_ores_more_gems:sm_thorium_2","minecraft:smelting","overworld","more_ores_more_gems:thorium_ore","more_ores_more_gems:thorium_nugget","more_ores_more_gems:thorium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_thorium_2.json"
"more_ores_more_gems:sm_thorium_3","minecraft:smelting","overworld","more_ores_more_gems:deepslate_thorium_ore","more_ores_more_gems:thorium_nugget","more_ores_more_gems:thorium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_thorium_3.json"
"more_ores_more_gems:sm_thorium_5","minecraft:blasting","overworld","more_ores_more_gems:thorium_ore","more_ores_more_gems:thorium_nugget","more_ores_more_gems:thorium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_thorium_5.json"
"more_ores_more_gems:sm_thorium_6","minecraft:blasting","overworld","more_ores_more_gems:deepslate_thorium_ore","more_ores_more_gems:thorium_nugget","more_ores_more_gems:thorium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_thorium_6.json"
"more_ores_more_gems:sm_tin_2","minecraft:smelting","overworld","more_ores_more_gems:tin_ore","more_ores_more_gems:tin_ingot","more_ores_more_gems:tin_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_tin_2.json"
"more_ores_more_gems:sm_tin_3","minecraft:smelting","overworld","more_ores_more_gems:deepslate_tin_ore","more_ores_more_gems:tin_ingot","more_ores_more_gems:tin_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_tin_3.json"
"more_ores_more_gems:sm_tin_5","minecraft:blasting","overworld","more_ores_more_gems:tin_ore","more_ores_more_gems:tin_ingot","more_ores_more_gems:tin_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_tin_5.json"
"more_ores_more_gems:sm_tin_6","minecraft:blasting","overworld","more_ores_more_gems:deepslate_tin_ore","more_ores_more_gems:tin_ingot","more_ores_more_gems:tin_ingot","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_tin_6.json"
"more_ores_more_gems:sm_titan_quartz_1","minecraft:smelting","overworld","more_ores_more_gems:titanium_quartz_ore","more_ores_more_gems:titanium_quartz_nugget","more_ores_more_gems:titanium_quartz_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_titan_quartz_1.json"
"more_ores_more_gems:sm_titan_quartz_3","minecraft:blasting","overworld","more_ores_more_gems:titanium_quartz_ore","more_ores_more_gems:titanium_quartz_nugget","more_ores_more_gems:titanium_quartz_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_titan_quartz_3.json"
"more_ores_more_gems:sm_tungsten_2","minecraft:smelting","overworld","more_ores_more_gems:tungsten_ore","more_ores_more_gems:tungsten_nugget","more_ores_more_gems:tungsten_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_tungsten_2.json"
"more_ores_more_gems:sm_tungsten_3","minecraft:smelting","overworld","more_ores_more_gems:deepslate_tungsten_ore","more_ores_more_gems:tungsten_nugget","more_ores_more_gems:tungsten_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_tungsten_3.json"
"more_ores_more_gems:sm_tungsten_5","minecraft:blasting","overworld","more_ores_more_gems:tungsten_ore","more_ores_more_gems:tungsten_nugget","more_ores_more_gems:tungsten_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_tungsten_5.json"
"more_ores_more_gems:sm_tungsten_6","minecraft:blasting","overworld","more_ores_more_gems:deepslate_tungsten_ore","more_ores_more_gems:tungsten_nugget","more_ores_more_gems:tungsten_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sm_tungsten_6.json"
"more_ores_more_gems:sm_ussingite_1","minecraft:smelting","overworld","more_ores_more_gems:ussingite_ore","more_ores_more_gems:ussingite","more_ores_more_gems:ussingite","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_ussingite_1.json"
"more_ores_more_gems:sm_ussingite_2","minecraft:smelting","overworld","more_ores_more_gems:deepslate_ussingite_ore","more_ores_more_gems:ussingite","more_ores_more_gems:ussingite","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_ussingite_2.json"
"more_ores_more_gems:sm_ussingite_3","minecraft:blasting","overworld","more_ores_more_gems:ussingite_ore","more_ores_more_gems:ussingite","more_ores_more_gems:ussingite","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_ussingite_3.json"
"more_ores_more_gems:sm_ussingite_4","minecraft:blasting","overworld","more_ores_more_gems:deepslate_ussingite_ore","more_ores_more_gems:ussingite","more_ores_more_gems:ussingite","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_ussingite_4.json"
"more_ores_more_gems:sm_volcagmium_2","minecraft:smelting","overworld","more_ores_more_gems:magma_volcagmium_ore","more_ores_more_gems:volcagmium","more_ores_more_gems:volcagmium","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_volcagmium_2.json"
"more_ores_more_gems:sm_volcagmium_5","minecraft:smelting","overworld","more_ores_more_gems:volcagmium_ore","more_ores_more_gems:volcagmium","more_ores_more_gems:volcagmium","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_volcagmium_5.json"
"more_ores_more_gems:sm_volcagmium_6","minecraft:blasting","overworld","more_ores_more_gems:volcagmium_ore","more_ores_more_gems:volcagmium","more_ores_more_gems:volcagmium","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_volcagmium_6.json"
"more_ores_more_gems:sm_volcagmium_7","minecraft:blasting","overworld","more_ores_more_gems:magma_volcagmium_ore","more_ores_more_gems:volcagmium","more_ores_more_gems:volcagmium","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/sm_volcagmium_7.json"
"more_ores_more_gems:sma_2","minecraft:smelting","overworld","more_ores_more_gems:aetherium_ore","more_ores_more_gems:aetherium_nugget","more_ores_more_gems:aetherium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sma_2.json"
"more_ores_more_gems:sma_3","minecraft:smelting","overworld","more_ores_more_gems:deepslate_aetherium_ore","more_ores_more_gems:aetherium_nugget","more_ores_more_gems:aetherium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sma_3.json"
"more_ores_more_gems:sma_4","minecraft:blasting","overworld","more_ores_more_gems:aetherium_ore","more_ores_more_gems:aetherium_nugget","more_ores_more_gems:aetherium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sma_4.json"
"more_ores_more_gems:sma_5","minecraft:blasting","overworld","more_ores_more_gems:deepslate_aetherium_ore","more_ores_more_gems:aetherium_nugget","more_ores_more_gems:aetherium_nugget","unchanged_no_equivalent","Infinite Domain override","kubejs/data/more_ores_more_gems/recipe/sma_5.json"
"more_ores_more_gems:smbo_1","minecraft:smelting","overworld","more_ores_more_gems:black_opal_ore","more_ores_more_gems:black_opal","more_ores_more_gems:black_opal","unchanged_no_equivalent","momg-1.1.9-release-neoforge-1.21.1.jar","data/more_ores_more_gems/recipe/smbo_1.json"
