TargetPath,LegacySheet,SourceBox,BackupPath,Action
textures/gui/sprites/statistics/item_broken.png,textures/gui/container/stats_icons.png,"144,36,180,72",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\statistics\item_broken.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/statistics/item_crafted.png,textures/gui/container/stats_icons.png,"36,36,72,72",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\statistics\item_crafted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/statistics/item_dropped.png,textures/gui/container/stats_icons.png,"216,36,252,72",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\statistics\item_dropped.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/statistics/item_picked_up.png,textures/gui/container/stats_icons.png,"180,36,216,72",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\statistics\item_picked_up.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/statistics/item_used.png,textures/gui/container/stats_icons.png,"72,36,108,72",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\statistics\item_used.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/transferable_list/move_down_highlighted.png,textures/gui/resource_packs.png,"128,64,192,128",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\transferable_list\move_down_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/transferable_list/move_down.png,textures/gui/resource_packs.png,"128,0,192,64",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\transferable_list\move_down.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/transferable_list/move_up_highlighted.png,textures/gui/resource_packs.png,"192,64,256,128",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\transferable_list\move_up_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/transferable_list/move_up.png,textures/gui/resource_packs.png,"192,0,256,64",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\transferable_list\move_up.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/transferable_list/select_highlighted.png,textures/gui/resource_packs.png,"0,64,64,128",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\transferable_list\select_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/transferable_list/select.png,textures/gui/resource_packs.png,"0,0,64,64",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\transferable_list\select.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/widget/button_disabled.png,textures/gui/widgets.png,"0,92,400,132",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\widget\button_disabled.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/widget/button_highlighted.png,textures/gui/widgets.png,"0,172,400,212",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\widget\button_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/widget/button.png,textures/gui/widgets.png,"0,132,400,172",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\widget\button.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/widget/checkbox_selected.png,textures/gui/checkbox.png,"0,20,20,40",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\widget\checkbox_selected.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/widget/checkbox.png,textures/gui/checkbox.png,"0,0,20,20",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\widget\checkbox.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/widget/locked_button_disabled.png,textures/gui/widgets.png,"0,372,40,412",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\widget\locked_button_disabled.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/widget/locked_button_highlighted.png,textures/gui/widgets.png,"0,332,40,372",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\widget\locked_button_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/widget/locked_button.png,textures/gui/widgets.png,"0,292,40,332",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\widget\locked_button.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/widget/page_backward_highlighted.png,textures/gui/book.png,"46,410,92,436",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\widget\page_backward_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/widget/page_backward.png,textures/gui/book.png,"0,410,46,436",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\widget\page_backward.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/widget/page_forward_highlighted.png,textures/gui/book.png,"46,384,92,410",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\widget\page_forward_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/widget/page_forward.png,textures/gui/book.png,"0,384,46,410",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\widget\page_forward.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/widget/slider.png,textures/gui/widgets.png,"0,92,400,132",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\widget\slider.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/widget/unlocked_button_disabled.png,textures/gui/widgets.png,"40,372,80,412",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\widget\unlocked_button_disabled.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/widget/unlocked_button_highlighted.png,textures/gui/widgets.png,"40,332,80,372",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\widget\unlocked_button_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/widget/unlocked_button.png,textures/gui/widgets.png,"40,292,80,332",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\widget\unlocked_button.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/world_list/error_highlighted.png,textures/gui/world_selection.png,"192,64,256,128",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\world_list\error_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/world_list/error.png,textures/gui/world_selection.png,"192,0,256,64",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\world_list\error.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/world_list/marked_join_highlighted.png,textures/gui/world_selection.png,"64,64,128,128",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\world_list\marked_join_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/world_list/marked_join.png,textures/gui/world_selection.png,"64,0,128,64",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\world_list\marked_join.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/world_list/warning_highlighted.png,textures/gui/world_selection.png,"128,64,192,128",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\world_list\warning_highlighted.png,ExtractedExactVanillaMappedSprite
textures/gui/sprites/world_list/warning.png,textures/gui/world_selection.png,"128,0,192,64",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\sprites\world_list\warning.png,ExtractedExactVanillaMappedSprite
textures/gui/title/minceraft.png,textures/gui/title/minceraft.png,"0,0,1024,256",ROOT_tools\vanilla_reconciliation_backup\gui_placeholders\textures\gui\title\minceraft.png,ExtractedExactVanillaMappedSprite
