Category,RegistryId,Texture,SourceArt,DerivedOutput,SourceSize,OutputSize,Frames,Method
gem_storage_block,more_ores_more_gems:blockof_sapphire,more_ores_more_gems:block/637608873479978555,ROOT_tools/more_ores_more_gems_authored_sources/upstream_live/textures/block/637608873479978555.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/637608873479978555.png,16x16,128x128,1,authored compressed-crystal and corundum relief; non-spatial palette swatches only; no upstream RGB overlay
ore_block,more_ores_more_gems:fluorite_tier_1_ore,more_ores_more_gems:block/fluoritetier1ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/fluoritetier1ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/fluoritetier1ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:fluorite_tier_1_ore_deepslate,more_ores_more_gems:block/fluoritetier1oredeepslate,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/fluoritetier1oredeepslate_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/fluoritetier1oredeepslate.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:fluorite_tier_2_ore,more_ores_more_gems:block/fluoritetier2ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/fluoritetier2ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/fluoritetier2ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:fluorite_tier_2_ore_deepslate,more_ores_more_gems:block/fluoritetier2oredeepslate,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/fluoritetier2oredeepslate_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/fluoritetier2oredeepslate.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:fluorite_tier_3_ore,more_ores_more_gems:block/fluoritetier3ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/fluoritetier3ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/fluoritetier3ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:fluorite_tier_3_ore_deepslate,more_ores_more_gems:block/fluoritetier3oredeepslate,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/fluoritetier3oredeepslate_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/fluoritetier3oredeepslate.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:frost_opal_ore,more_ores_more_gems:block/frost_opal_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/frost_opal_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/frost_opal_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
gem_storage_block,more_ores_more_gems:block_of_gray_opal,more_ores_more_gems:block/gray_opal_block,ROOT_tools/more_ores_more_gems_authored_sources/upstream_live/textures/block/gray_opal_block.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/gray_opal_block.png,16x16,128x128,1,authored compressed-crystal and opal relief; non-spatial palette swatches only; no upstream RGB overlay
ore_block,more_ores_more_gems:gunpowder_ore,more_ores_more_gems:block/gunpowderore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/gunpowderore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/gunpowderore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:heliodor_ore,more_ores_more_gems:block/heliodor_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/heliodor_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/heliodor_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:indium_ore,more_ores_more_gems:block/indium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/indium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/indium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:lead_ore,more_ores_more_gems:block/lead_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/lead_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/lead_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:lemonite_ore,more_ores_more_gems:block/lemonite_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/lemonite_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/lemonite_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:leucosapphire_ore,more_ores_more_gems:block/leucosapphire_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/leucosapphire_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/leucosapphire_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:luminous_gem_ore,more_ores_more_gems:block/luminousgemore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/luminousgemore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/luminousgemore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:luminous_gem_ore_deepslate,more_ores_more_gems:block/luminousgemoredeepslate,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/luminousgemoredeepslate_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/luminousgemoredeepslate.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:magma_volcagmium_ore,more_ores_more_gems:block/magma_volcagmium_ore_new,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/magma_volcagmium_ore_new_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/magma_volcagmium_ore_new.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:magnesium_ore,more_ores_more_gems:block/magnesium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/magnesium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/magnesium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:monel_ore,more_ores_more_gems:block/monel_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/monel_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/monel_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:neptunium_ore,more_ores_more_gems:block/neptunium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/neptunium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/neptunium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:nether_amethyst_ore,more_ores_more_gems:block/nether_amethyst_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/nether_amethyst_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/nether_amethyst_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:nether_opalized_quartz_ore,more_ores_more_gems:block/nether_opal_quartz_ore_new,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/nether_opal_quartz_ore_new_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/nether_opal_quartz_ore_new.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:nether_osmium_ore,more_ores_more_gems:block/nether_osmium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/nether_osmium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/nether_osmium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:nether_rose_gold_ore,more_ores_more_gems:block/nether_rose_gold_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/nether_rose_gold_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/nether_rose_gold_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:nether_titanium_ore,more_ores_more_gems:block/nether_titanium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/nether_titanium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/nether_titanium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:nether_electrum_ore,more_ores_more_gems:block/netherelectrumore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/netherelectrumore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/netherelectrumore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:nether_silver_ore,more_ores_more_gems:block/nethersilverore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/nethersilverore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/nethersilverore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:nickel_ore,more_ores_more_gems:block/nikel_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/nikel_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/nikel_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:opalized_quartz_ore,more_ores_more_gems:block/opal_quartz_ore_new,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/opal_quartz_ore_new_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/opal_quartz_ore_new.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:osmium_ore,more_ores_more_gems:block/osmium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/osmium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/osmium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:padparadscha_ore,more_ores_more_gems:block/padparadscha_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/padparadscha_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/padparadscha_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
gem_storage_block,more_ores_more_gems:block_of_peridot,more_ores_more_gems:block/peridot_block,ROOT_tools/more_ores_more_gems_authored_sources/upstream_live/textures/block/peridot_block.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/peridot_block.png,16x16,128x128,1,authored compressed-crystal and olivine relief; non-spatial palette swatches only; no upstream RGB overlay
ore_block,more_ores_more_gems:pink_opal_ore,more_ores_more_gems:block/pink_opal_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/pink_opal_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/pink_opal_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:platinum_ore,more_ores_more_gems:block/platium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/platium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/platium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:radium_dust_ore,more_ores_more_gems:block/radium_dust_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/radium_dust_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/radium_dust_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:radium_ore,more_ores_more_gems:block/radium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/radium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/radium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:mysticrain_quartz_ore,more_ores_more_gems:block/rainbow_mystic_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/rainbow_mystic_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/rainbow_mystic_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:rare_sapphire_ore,more_ores_more_gems:block/rare_sapphire_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/rare_sapphire_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/rare_sapphire_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:rhodium_ore,more_ores_more_gems:block/rhodium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/rhodium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/rhodium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:rose_gold_ore,more_ores_more_gems:block/rose_gold_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/rose_gold_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/rose_gold_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:ruby_pack_ore,more_ores_more_gems:block/ruby_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/ruby_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/ruby_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:ruby_ore_deepslate,more_ores_more_gems:block/ruby_ore_deepslate,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/ruby_ore_deepslate_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/ruby_ore_deepslate.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:sapphire_ore,more_ores_more_gems:block/sapphireore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/sapphireore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/sapphireore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:thalassium_ore,more_ores_more_gems:block/thalassium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/thalassium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/thalassium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:thorium_ore,more_ores_more_gems:block/thoriumore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/thoriumore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/thoriumore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:tin_ore,more_ores_more_gems:block/tin_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/tin_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/tin_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:titanium_ore,more_ores_more_gems:block/titanium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/titanium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/titanium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:dsto,more_ores_more_gems:block/titanium_ore_deepslate,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/titanium_ore_deepslate_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/titanium_ore_deepslate.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:titanium_quartz_ore,more_ores_more_gems:block/titanium_quartz_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/titanium_quartz_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/titanium_quartz_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:tungsten_ore,more_ores_more_gems:block/tungsten_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/tungsten_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/tungsten_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:deepslate_tungsten_ore,more_ores_more_gems:block/tungsten_ore_deepslate,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/tungsten_ore_deepslate_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/tungsten_ore_deepslate.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:uranium_ore,more_ores_more_gems:block/uranium_ore.webp,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/uranium_ore.webp_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/uranium_ore.webp.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
ore_block,more_ores_more_gems:ussingite_ore,more_ores_more_gems:block/ussingite_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_gem_containment/recolored_masters/block/ussingite_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/ussingite_ore.png,1254x1254,32x32,1,approved generic gem containment machinery; contained gem recolor only; 32px runtime
ore_block,more_ores_more_gems:volcagmium_ore,more_ores_more_gems:block/volcagmium_ore,ROOT_tools/more_ores_more_gems_authored_sources/generic_metal_ore_container/recolored_masters/block/volcagmium_ore_master.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/block/volcagmium_ore.png,1254x1254,32x32,1,approved generic metallic ore container; sample insert and hazard-paint recolor only; 32px runtime
gem_item,more_ores_more_gems:sapphire,more_ores_more_gems:item/1176891afb1b00287f652ce0b6ab95aa8e097a9e,ROOT_tools/more_ores_more_gems_authored_sources/upstream_live/textures/item/1176891afb1b00287f652ce0b6ab95aa8e097a9e.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/item/1176891afb1b00287f652ce0b6ab95aa8e097a9e.png,16x16,128x128,1,authored corundum family silhouette/lighting; non-spatial palette swatches and animation only; no upstream RGB overlay
gem_item,more_ores_more_gems:amethyst,more_ores_more_gems:item/amethyst_gem,ROOT_tools/more_ores_more_gems_authored_sources/upstream_live/textures/item/amethyst_gem.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/item/amethyst_gem.png,16x16,128x128,1,authored quartz family silhouette/lighting; non-spatial palette swatches and animation only; no upstream RGB overlay
gem_item,more_ores_more_gems:ametrine,more_ores_more_gems:item/ametrine_gem,ROOT_tools/more_ores_more_gems_authored_sources/upstream_live/textures/item/ametrine_gem.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/item/ametrine_gem.png,16x16,128x128,1,authored quartz family silhouette/lighting; non-spatial palette swatches and animation only; no upstream RGB overlay
gem_item,more_ores_more_gems:aquamarine,more_ores_more_gems:item/aquamarine,ROOT_tools/more_ores_more_gems_authored_sources/upstream_live/textures/item/aquamarine.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/item/aquamarine.png,16x16,128x128,1,authored beryl family silhouette/lighting; non-spatial palette swatches and animation only; no upstream RGB overlay
gem_item,more_ores_more_gems:autunite_234_gemstone,more_ores_more_gems:item/autunite234,ROOT_tools/more_ores_more_gems_authored_sources/upstream_live/textures/item/autunite234.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/item/autunite234.png,16x96,128x768,6,authored autunite family silhouette/lighting; non-spatial palette swatches and animation only; no upstream RGB overlay
gem_item,more_ores_more_gems:autunite_238_gemstone,more_ores_more_gems:item/autunite_gemstone,ROOT_tools/more_ores_more_gems_authored_sources/upstream_live/textures/item/autunite_gemstone.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/item/autunite_gemstone.png,16x16,128x128,1,authored autunite family silhouette/lighting; non-spatial palette swatches and animation only; no upstream RGB overlay
gem_item,more_ores_more_gems:autunite_235_gemstone,more_ores_more_gems:item/autunite_gemstone_epic,ROOT_tools/more_ores_more_gems_authored_sources/upstream_live/textures/item/autunite_gemstone_epic.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/item/autunite_gemstone_epic.png,16x16,128x128,1,authored autunite family silhouette/lighting; non-spatial palette swatches and animation only; no upstream RGB overlay
gem_item,more_ores_more_gems:black_opal,more_ores_more_gems:item/black_opal,ROOT_tools/more_ores_more_gems_authored_sources/upstream_live/textures/item/black_opal.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/item/black_opal.png,16x16,128x128,1,authored opal family silhouette/lighting; non-spatial palette swatches and animation only; no upstream RGB overlay
gem_item,more_ores_more_gems:blood_fluorite,more_ores_more_gems:item/bloodflourite,ROOT_tools/more_ores_more_gems_authored_sources/upstream_live/textures/item/bloodflourite.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/item/bloodflourite.png,16x32,128x256,2,authored fluorite family silhouette/lighting; non-spatial palette swatches and animation only; no upstream RGB overlay
gem_item,more_ores_more_gems:carnelian,more_ores_more_gems:item/carnelian_gem,ROOT_tools/more_ores_more_gems_authored_sources/upstream_live/textures/item/carnelian_gem.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/item/carnelian_gem.png,16x16,128x128,1,authored carnelian family silhouette/lighting; non-spatial palette swatches and animation only; no upstream RGB overlay
gem_item,more_ores_more_gems:citrine,more_ores_more_gems:item/citrine_gem,ROOT_tools/more_ores_more_gems_authored_sources/upstream_live/textures/item/citrine_gem.png,resourcepacks/LAST_DAYS_INFINITE_DOMAIN_1_21_1/assets/more_ores_more_gems/textures/item/citrine_gem.png,16x16,128x128,1,authored quartz family silhouette/lighting; non-spatial palette swatches and animation only; no upstream RGB overlay
