item_id,mod_namespace,audit_scope,equipment_type,inclusion_evidence,active_recipe_count,recipe_ids,recipe_types,required_materials_or_tags,effective_recipe_sources,quest_reference_count,quest_references,earliest_realistic_era,earliest_era_evidence,mining_tier,mineable_block_hardness,mining_speed,durability,energy_capacity,attack_damage,attack_speed,range,ammunition_or_energy_use,special_abilities,environmental_advantages,repair_method,renewable_resource_requirements,overlap_or_invalidation,recommended_era,recommended_adjustment,progression_role,property_evidence_status,confirmation_notes
more_ores_more_gems:electrum_shovel,more_ores_more_gems,player_tool_or_weapon,_shovel,momg_complete_tool_family,1,more_ores_more_gems:electrum_shovel_recipe,minecraft:crafting_shaped,more_ores_more_gems:electrum_ingot,kubejs_override:Infinite Domain,0,,4,momg_bytecode_and_material_floor_provisional,iron,,6.0,480,,4.0,1.2,,,,,,,,4,,,bytecode_verified_partial,
more_ores_more_gems:electrum_sword,more_ores_more_gems,player_tool_or_weapon,_sword,momg_complete_tool_family,1,more_ores_more_gems:electrum_sword_recipe,minecraft:crafting_shaped,more_ores_more_gems:electrum_ingot,kubejs_override:Infinite Domain,0,,4,momg_bytecode_and_material_floor_provisional,iron,,14.0,480,,5.3,1.6,,,,,,,,4,,,bytecode_verified_partial,
more_ores_more_gems:fire_opal_axe,more_ores_more_gems,player_tool_or_weapon,_axe,momg_complete_tool_family,1,more_ores_more_gems:fire_opal_axe_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:fire_opal_gemstone,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,10.0,900,,8.2,1.0,,,,,,,,3,,,bytecode_verified_partial,
more_ores_more_gems:fire_opal_hoe,more_ores_more_gems,player_tool_or_weapon,_hoe,momg_complete_tool_family,1,more_ores_more_gems:fire_opal_hoe_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:fire_opal_gemstone,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,10.0,900,,0.8,4.0,,,,,,,,3,,,bytecode_verified_partial,
more_ores_more_gems:fire_opal_pickaxe,more_ores_more_gems,player_tool_or_weapon,_pickaxe,momg_complete_tool_family,1,more_ores_more_gems:fire_opal_pickaxe_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:fire_opal_gemstone,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,10.0,900,,4.0,1.6,,,,,,,,3,,,bytecode_verified_partial,
more_ores_more_gems:fire_opal_shovel,more_ores_more_gems,player_tool_or_weapon,_shovel,momg_complete_tool_family,1,more_ores_more_gems:fire_opal_shovel_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:fire_opal_gemstone,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,10.0,900,,4.0,1.0,,,,,,,,3,,,bytecode_verified_partial,
more_ores_more_gems:fire_opal_sword,more_ores_more_gems,player_tool_or_weapon,_sword,momg_complete_tool_family,1,more_ores_more_gems:fire_opal_sword_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:fire_opal_gemstone,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,10.0,900,,6.2,2.0,,,,,,,,3,,,bytecode_verified_partial,
more_ores_more_gems:fluorescent_fluorite_gem_axe,more_ores_more_gems,player_tool_or_weapon,_axe,momg_complete_tool_family,1,more_ores_more_gems:fluorescent_fluorite_gem_axe_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:fluorescent_fluorite,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,diamond,,10.0,1204,,11.0,1.0,,,isFoil,,,,,3,,,bytecode_verified_partial,Verify special behavior in game
more_ores_more_gems:fluorescent_fluorite_gem_hoe,more_ores_more_gems,player_tool_or_weapon,_hoe,momg_complete_tool_family,1,more_ores_more_gems:fluorescent_fluorite_gem_hoe_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:fluorescent_fluorite,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,diamond,,10.0,1204,,1.0,4.0,,,isFoil,,,,,3,,,bytecode_verified_partial,Verify special behavior in game
more_ores_more_gems:fluorescent_fluorite_gem_pickaxe,more_ores_more_gems,player_tool_or_weapon,_pickaxe,momg_complete_tool_family,1,more_ores_more_gems:fluorescent_fluorite_gem_pickaxe_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:fluorescent_fluorite,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,diamond,,10.0,1204,,5.0,1.6,,,isFoil,,,,,3,,,bytecode_verified_partial,Verify special behavior in game
more_ores_more_gems:fluorescent_fluorite_gem_shovel,more_ores_more_gems,player_tool_or_weapon,_shovel,momg_complete_tool_family,1,more_ores_more_gems:fluorescent_fluorite_gem_shovel_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:fluorescent_fluorite,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,diamond,,10.0,1204,,5.0,1.4,,,isFoil,,,,,3,,,bytecode_verified_partial,Verify special behavior in game
more_ores_more_gems:fluorescent_fluorite_gem_sword,more_ores_more_gems,player_tool_or_weapon,_sword,momg_complete_tool_family,1,more_ores_more_gems:fluorescent_fluorite_gem_sword_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:fluorescent_fluorite,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,diamond,,10.0,1204,,7.2,1.8,,,isFoil,,,,,3,,,bytecode_verified_partial,Verify special behavior in game
more_ores_more_gems:fluorite_blood_axe,more_ores_more_gems,player_tool_or_weapon,_axe,momg_complete_tool_family,1,more_ores_more_gems:fluorite_blood_axe_recipe,minecraft:crafting_shaped,more_ores_more_gems:blood_fluorite;more_ores_more_gems:electrum_ingot,kubejs_override:Infinite Domain,0,,4,momg_bytecode_and_material_floor_provisional,diamond,,12.0,1666,,13.0,1.0,,,,,,,,4,,,bytecode_verified_partial,
more_ores_more_gems:fluorite_blood_hoe,more_ores_more_gems,player_tool_or_weapon,_hoe,momg_complete_tool_family,1,more_ores_more_gems:fluorite_blood_hoe_recipe,minecraft:crafting_shaped,more_ores_more_gems:blood_fluorite;more_ores_more_gems:electrum_ingot,kubejs_override:Infinite Domain,0,,4,momg_bytecode_and_material_floor_provisional,diamond,,12.0,1666,,2.0,4.0,,,,,,,,4,,,bytecode_verified_partial,
more_ores_more_gems:fluorite_blood_pickaxe,more_ores_more_gems,player_tool_or_weapon,_pickaxe,momg_complete_tool_family,1,more_ores_more_gems:fluorite_blood_pickaxe_recipe,minecraft:crafting_shaped,more_ores_more_gems:blood_fluorite;more_ores_more_gems:electrum_ingot,kubejs_override:Infinite Domain,0,,4,momg_bytecode_and_material_floor_provisional,diamond,,12.0,1666,,7.0,1.6,,,,,,,,4,,,bytecode_verified_partial,
more_ores_more_gems:fluorite_blood_shovel,more_ores_more_gems,player_tool_or_weapon,_shovel,momg_complete_tool_family,1,more_ores_more_gems:fluorite_blood_shovel_recipe,minecraft:crafting_shaped,more_ores_more_gems:blood_fluorite;more_ores_more_gems:electrum_ingot,kubejs_override:Infinite Domain,0,,4,momg_bytecode_and_material_floor_provisional,diamond,,12.0,1666,,5.7,1.5,,,,,,,,4,,,bytecode_verified_partial,
more_ores_more_gems:fluorite_blood_sword,more_ores_more_gems,player_tool_or_weapon,_sword,momg_complete_tool_family,1,more_ores_more_gems:fluorite_blood_sword_recipe,minecraft:crafting_shaped,more_ores_more_gems:blood_fluorite;more_ores_more_gems:electrum_ingot,kubejs_override:Infinite Domain,0,,4,momg_bytecode_and_material_floor_provisional,diamond,,12.0,1666,,9.0,2.0,,,,,,,,4,,,bytecode_verified_partial,
more_ores_more_gems:fluorite_ytt_axe,more_ores_more_gems,player_tool_or_weapon,_axe,momg_complete_tool_family,1,more_ores_more_gems:fluorite_ytt_axe_recipe,minecraft:crafting_shaped,minecraft:iron_ingot;more_ores_more_gems:fluorite_yttrium,kubejs_override:Infinite Domain,0,,2,momg_bytecode_and_material_floor_provisional,iron,,8.0,789,,9.8,1.0,,,,,,,,2,,,bytecode_verified_partial,
more_ores_more_gems:fluorite_ytt_hoe,more_ores_more_gems,player_tool_or_weapon,_hoe,momg_complete_tool_family,1,more_ores_more_gems:fluorite_ytt_hoe_recipe,minecraft:crafting_shaped,minecraft:iron_ingot;more_ores_more_gems:fluorite_yttrium,kubejs_override:Infinite Domain,0,,2,momg_bytecode_and_material_floor_provisional,iron,,8.0,789,,0.2,4.0,,,,,,,,2,,,bytecode_verified_partial,
more_ores_more_gems:fluorite_ytt_pickaxe,more_ores_more_gems,player_tool_or_weapon,_pickaxe,momg_complete_tool_family,1,more_ores_more_gems:fluorite_ytt_pickaxe_recipe,minecraft:crafting_shaped,minecraft:iron_ingot;more_ores_more_gems:fluorite_yttrium,kubejs_override:Infinite Domain,0,,2,momg_bytecode_and_material_floor_provisional,iron,,8.0,789,,4.2,1.4,,,,,,,,2,,,bytecode_verified_partial,
more_ores_more_gems:fluorite_ytt_shovel,more_ores_more_gems,player_tool_or_weapon,_shovel,momg_complete_tool_family,1,more_ores_more_gems:fluorite_ytt_shovel_recipe,minecraft:crafting_shaped,minecraft:iron_ingot;more_ores_more_gems:fluorite_yttrium,kubejs_override:Infinite Domain,0,,2,momg_bytecode_and_material_floor_provisional,iron,,8.0,789,,4.4,1.4,,,,,,,,2,,,bytecode_verified_partial,
more_ores_more_gems:fluorite_ytt_sword,more_ores_more_gems,player_tool_or_weapon,_sword,momg_complete_tool_family,1,more_ores_more_gems:fluorite_ytt_sword_recipe,minecraft:crafting_shaped,minecraft:iron_ingot;more_ores_more_gems:fluorite_yttrium,kubejs_override:Infinite Domain,0,,2,momg_bytecode_and_material_floor_provisional,iron,,8.0,789,,6.0,1.8,,,,,,,,2,,,bytecode_verified_partial,
more_ores_more_gems:gray_opal_gem_axe,more_ores_more_gems,player_tool_or_weapon,_axe,momg_complete_tool_family,1,more_ores_more_gems:gray_opal_gem_axe_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:gray_opal,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,10.0,900,,8.2,1.0,,,,,,,,3,,,bytecode_verified_partial,
more_ores_more_gems:gray_opal_gem_hoe,more_ores_more_gems,player_tool_or_weapon,_hoe,momg_complete_tool_family,1,more_ores_more_gems:gray_opal_gem_hoe_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:gray_opal,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,10.0,900,,0.8,4.0,,,,,,,,3,,,bytecode_verified_partial,
more_ores_more_gems:gray_opal_gem_pickaxe,more_ores_more_gems,player_tool_or_weapon,_pickaxe,momg_complete_tool_family,1,more_ores_more_gems:gray_opal_gem_pickaxe_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:gray_opal,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,10.0,900,,4.0,1.6,,,,,,,,3,,,bytecode_verified_partial,
more_ores_more_gems:gray_opal_gem_shovel,more_ores_more_gems,player_tool_or_weapon,_shovel,momg_complete_tool_family,1,more_ores_more_gems:gray_opal_gem_shovel_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:gray_opal,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,10.0,900,,4.0,1.0,,,,,,,,3,,,bytecode_verified_partial,
more_ores_more_gems:gray_opal_gem_sword,more_ores_more_gems,player_tool_or_weapon,_sword,momg_complete_tool_family,1,more_ores_more_gems:gray_opal_gem_sword_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:gray_opal,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,10.0,900,,6.2,2.0,,,,,,,,3,,,bytecode_verified_partial,
more_ores_more_gems:green_fluorite_axe,more_ores_more_gems,player_tool_or_weapon,_axe,momg_complete_tool_family,1,more_ores_more_gems:green_fluorite_axe_recipe,minecraft:crafting_shaped,minecraft:stick;more_ores_more_gems:fluorite_green_color,kubejs_override:Infinite Domain,0,,1,momg_bytecode_and_material_floor_provisional,iron,,6.0,275,,8.0,0.9,,,,,,,,1,,,bytecode_verified_partial,
more_ores_more_gems:green_fluorite_hoe,more_ores_more_gems,player_tool_or_weapon,_hoe,momg_complete_tool_family,1,more_ores_more_gems:green_fluorite_hoe_recipe,minecraft:crafting_shaped,minecraft:stick;more_ores_more_gems:fluorite_green_color,kubejs_override:Infinite Domain,0,,1,momg_bytecode_and_material_floor_provisional,iron,,6.0,275,,0.0,2.0,,,,,,,,1,,,bytecode_verified_partial,
more_ores_more_gems:green_fluorite_pickaxe,more_ores_more_gems,player_tool_or_weapon,_pickaxe,momg_complete_tool_family,1,more_ores_more_gems:green_fluorite_pickaxe_recipe,minecraft:crafting_shaped,minecraft:stick;more_ores_more_gems:fluorite_green_color,kubejs_override:Infinite Domain,0,,1,momg_bytecode_and_material_floor_provisional,iron,,6.0,275,,2.0,1.4,,,,,,,,1,,,bytecode_verified_partial,
more_ores_more_gems:green_fluorite_shovel,more_ores_more_gems,player_tool_or_weapon,_shovel,momg_complete_tool_family,1,more_ores_more_gems:green_fluorite_shovel_recipe,minecraft:crafting_shaped,minecraft:stick;more_ores_more_gems:fluorite_green_color,kubejs_override:Infinite Domain,0,,1,momg_bytecode_and_material_floor_provisional,iron,,6.0,275,,2.6,1.2,,,,,,,,1,,,bytecode_verified_partial,
more_ores_more_gems:green_fluorite_sword,more_ores_more_gems,player_tool_or_weapon,_sword,momg_complete_tool_family,1,more_ores_more_gems:green_fluorite_sword_recipe,minecraft:crafting_shaped,minecraft:stick;more_ores_more_gems:fluorite_green_color,kubejs_override:Infinite Domain,0,,1,momg_bytecode_and_material_floor_provisional,iron,,6.0,275,,4.0,1.8,,,,,,,,1,,,bytecode_verified_partial,
more_ores_more_gems:heliodor_5_axe,more_ores_more_gems,player_tool_or_weapon,_axe,momg_complete_tool_family,1,more_ores_more_gems:heliodor_5_axe_recipe,minecraft:crafting_shaped,minecraft:iron_ingot;more_ores_more_gems:heliodor,kubejs_override:Infinite Domain,0,,2,momg_bytecode_and_material_floor_provisional,iron,,7.0,675,,11.0,0.6,,,,,,,,2,,,bytecode_verified_partial,
more_ores_more_gems:heliodor_5_hoe,more_ores_more_gems,player_tool_or_weapon,_hoe,momg_complete_tool_family,1,more_ores_more_gems:heliodor_5_hoe_recipe,minecraft:crafting_shaped,minecraft:iron_ingot;more_ores_more_gems:heliodor,kubejs_override:Infinite Domain,0,,2,momg_bytecode_and_material_floor_provisional,iron,,7.0,675,,0.1,5.0,,,,,,,,2,,,bytecode_verified_partial,
more_ores_more_gems:heliodor_5_pickaxe,more_ores_more_gems,player_tool_or_weapon,_pickaxe,momg_complete_tool_family,1,more_ores_more_gems:heliodor_5_pickaxe_recipe,minecraft:crafting_shaped,minecraft:iron_ingot;more_ores_more_gems:heliodor,kubejs_override:Infinite Domain,0,,2,momg_bytecode_and_material_floor_provisional,iron,,7.0,675,,3.5,1.4,,,,,,,,2,,,bytecode_verified_partial,
more_ores_more_gems:heliodor_5_shovel,more_ores_more_gems,player_tool_or_weapon,_shovel,momg_complete_tool_family,1,more_ores_more_gems:heliodor_5_shovel_recipe,minecraft:crafting_shaped,minecraft:iron_ingot;more_ores_more_gems:heliodor,kubejs_override:Infinite Domain,0,,2,momg_bytecode_and_material_floor_provisional,iron,,7.0,675,,4.2,1.2,,,,,,,,2,,,bytecode_verified_partial,
more_ores_more_gems:heliodor_5_sword,more_ores_more_gems,player_tool_or_weapon,_sword,momg_complete_tool_family,1,more_ores_more_gems:heliodor_5_sword_recipe,minecraft:crafting_shaped,minecraft:iron_ingot;more_ores_more_gems:heliodor,kubejs_override:Infinite Domain,0,,2,momg_bytecode_and_material_floor_provisional,iron,,7.0,675,,5.2,1.8,,,,,,,,2,,,bytecode_verified_partial,
more_ores_more_gems:indium_axe,more_ores_more_gems,player_tool_or_weapon,_axe,momg_complete_tool_family,1,more_ores_more_gems:indium_axe_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:indium_ingot,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,12.0,72,,7.0,1.0,,,,,,,,3,,,bytecode_verified_partial,
more_ores_more_gems:indium_hoe,more_ores_more_gems,player_tool_or_weapon,_hoe,momg_complete_tool_family,1,more_ores_more_gems:indium_hoe_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:indium_ingot,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,12.0,72,,0.2,4.0,,,,,,,,3,,,bytecode_verified_partial,
more_ores_more_gems:indium_pickaxe,more_ores_more_gems,player_tool_or_weapon,_pickaxe,momg_complete_tool_family,1,more_ores_more_gems:indium_pickaxe_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:indium_ingot,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,12.0,72,,3.2,1.2,,,,,,,,3,,,bytecode_verified_partial,
more_ores_more_gems:indium_shovel,more_ores_more_gems,player_tool_or_weapon,_shovel,momg_complete_tool_family,1,more_ores_more_gems:indium_shovel_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:indium_ingot,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,12.0,72,,3.0,1.4,,,,,,,,3,,,bytecode_verified_partial,
more_ores_more_gems:indium_sword,more_ores_more_gems,player_tool_or_weapon,_sword,momg_complete_tool_family,1,more_ores_more_gems:indium_sword_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:indium_ingot,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,12.0,72,,5.0,2.0,,,,,,,,3,,,bytecode_verified_partial,
more_ores_more_gems:jade_5_axe,more_ores_more_gems,player_tool_or_weapon,_axe,momg_complete_tool_family,1,more_ores_more_gems:jade_5_axe_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:jade_ingot,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,7.0,400,,8.6,1.4,,,,,,,,3,,,bytecode_verified_partial,
more_ores_more_gems:jade_5_hoe,more_ores_more_gems,player_tool_or_weapon,_hoe,momg_complete_tool_family,1,more_ores_more_gems:jade_5_hoe_recipe,minecraft:crafting_shaped,minecraft:stick;more_ores_more_gems:jade_ingot,kubejs_override:Infinite Domain,0,,1,momg_bytecode_and_material_floor_provisional,iron,,7.0,400,,0.2,4.0,,,,,,,,1,,,bytecode_verified_partial,
more_ores_more_gems:jade_5_pickaxe,more_ores_more_gems,player_tool_or_weapon,_pickaxe,momg_complete_tool_family,1,more_ores_more_gems:jade_5_pickaxe_recipe,minecraft:crafting_shaped,minecraft:stick;more_ores_more_gems:jade_ingot,kubejs_override:Infinite Domain,0,,1,momg_bytecode_and_material_floor_provisional,iron,,7.0,400,,4.0,1.4,,,,,,,,1,,,bytecode_verified_partial,
more_ores_more_gems:jade_5_shovel,more_ores_more_gems,player_tool_or_weapon,_shovel,momg_complete_tool_family,1,more_ores_more_gems:jade_5_shovel_recipe,minecraft:crafting_shaped,minecraft:stick;more_ores_more_gems:jade_ingot,kubejs_override:Infinite Domain,0,,1,momg_bytecode_and_material_floor_provisional,iron,,7.0,400,,4.0,1.5,,,,,,,,1,,,bytecode_verified_partial,
more_ores_more_gems:jade_5_sword,more_ores_more_gems,player_tool_or_weapon,_sword,momg_complete_tool_family,1,more_ores_more_gems:jade_5_sword_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:jade_ingot,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,8.0,400,,6.5,1.8,,,,,,,,3,,,bytecode_verified_partial,
more_ores_more_gems:lead_axe,more_ores_more_gems,player_tool_or_weapon,_axe,momg_complete_tool_family,1,more_ores_more_gems:lead_axe_recipe,minecraft:crafting_shaped,minecraft:iron_ingot;more_ores_more_gems:lead_ingot,kubejs_override:Infinite Domain,0,,2,momg_bytecode_and_material_floor_provisional,gold,,7.0,72,,7.0,1.0,,,,,,,,2,,,bytecode_verified_partial,
more_ores_more_gems:lead_hoe,more_ores_more_gems,player_tool_or_weapon,_hoe,momg_complete_tool_family,1,more_ores_more_gems:lead_hoe_recipe,minecraft:crafting_shaped,minecraft:iron_ingot;more_ores_more_gems:lead_ingot,kubejs_override:Infinite Domain,0,,2,momg_bytecode_and_material_floor_provisional,gold,,7.0,72,,0.0,3.0,,,,,,,,2,,,bytecode_verified_partial,
more_ores_more_gems:lead_pickaxe,more_ores_more_gems,player_tool_or_weapon,_pickaxe,momg_complete_tool_family,1,more_ores_more_gems:lead_pickaxe_recipe,minecraft:crafting_shaped,minecraft:iron_ingot;more_ores_more_gems:lead_ingot,kubejs_override:Infinite Domain,0,,2,momg_bytecode_and_material_floor_provisional,gold,,7.0,72,,3.0,1.0,,,,,,,,2,,,bytecode_verified_partial,
more_ores_more_gems:lead_shovel,more_ores_more_gems,player_tool_or_weapon,_shovel,momg_complete_tool_family,1,more_ores_more_gems:lead_shovel_recipe,minecraft:crafting_shaped,minecraft:iron_ingot;more_ores_more_gems:lead_ingot,kubejs_override:Infinite Domain,0,,2,momg_bytecode_and_material_floor_provisional,gold,,7.0,72,,2.6,1.0,,,,,,,,2,,,bytecode_verified_partial,
more_ores_more_gems:lead_sword,more_ores_more_gems,player_tool_or_weapon,_sword,momg_complete_tool_family,1,more_ores_more_gems:lead_sword_recipe,minecraft:crafting_shaped,minecraft:iron_ingot;more_ores_more_gems:lead_ingot,kubejs_override:Infinite Domain,0,,2,momg_bytecode_and_material_floor_provisional,gold,,7.0,72,,4.2,1.6,,,,,,,,2,,,bytecode_verified_partial,
more_ores_more_gems:leucosapphire_axe,more_ores_more_gems,player_tool_or_weapon,_axe,momg_complete_tool_family,1,more_ores_more_gems:leucosapphire_axe_recipe,minecraft:crafting_shaped,more_ores_more_gems:electrum_ingot;more_ores_more_gems:leucosapphire_gemstone,kubejs_override:Infinite Domain,0,,4,momg_bytecode_and_material_floor_provisional,iron,,8.0,1000,,10.0,1.2,,,,,,,,4,,,bytecode_verified_partial,
more_ores_more_gems:leucosapphire_hoe,more_ores_more_gems,player_tool_or_weapon,_hoe,momg_complete_tool_family,1,more_ores_more_gems:leucosapphire_hoe_recipe,minecraft:crafting_shaped,more_ores_more_gems:electrum_ingot;more_ores_more_gems:leucosapphire_gemstone,kubejs_override:Infinite Domain,0,,4,momg_bytecode_and_material_floor_provisional,iron,,8.0,1000,,0.2,3.5,,,,,,,,4,,,bytecode_verified_partial,
more_ores_more_gems:leucosapphire_pickaxe,more_ores_more_gems,player_tool_or_weapon,_pickaxe,momg_complete_tool_family,1,more_ores_more_gems:leucosapphire_pickaxe_recipe,minecraft:crafting_shaped,more_ores_more_gems:electrum_ingot;more_ores_more_gems:leucosapphire_gemstone,kubejs_override:Infinite Domain,0,,4,momg_bytecode_and_material_floor_provisional,iron,,8.0,1000,,4.0,1.4,,,,,,,,4,,,bytecode_verified_partial,
more_ores_more_gems:leucosapphire_shovel,more_ores_more_gems,player_tool_or_weapon,_shovel,momg_complete_tool_family,1,more_ores_more_gems:leucosapphire_shovel_recipe,minecraft:crafting_shaped,more_ores_more_gems:electrum_ingot;more_ores_more_gems:leucosapphire_gemstone,kubejs_override:Infinite Domain,0,,4,momg_bytecode_and_material_floor_provisional,iron,,8.0,1000,,4.0,1.5,,,,,,,,4,,,bytecode_verified_partial,
more_ores_more_gems:leucosapphire_sword,more_ores_more_gems,player_tool_or_weapon,_sword,momg_complete_tool_family,1,more_ores_more_gems:leucosapphire_sword_recipe,minecraft:crafting_shaped,more_ores_more_gems:electrum_ingot;more_ores_more_gems:leucosapphire_gemstone,kubejs_override:Infinite Domain,0,,4,momg_bytecode_and_material_floor_provisional,iron,,8.0,1000,,6.0,1.8,,,,,,,,4,,,bytecode_verified_partial,
more_ores_more_gems:magnesium_axe,more_ores_more_gems,player_tool_or_weapon,_axe,momg_complete_tool_family,1,more_ores_more_gems:magnesium_axe_recipe,minecraft:crafting_shaped,minecraft:stick;more_ores_more_gems:magnesium_ingot,kubejs_override:Infinite Domain,0,,1,momg_bytecode_and_material_floor_provisional,iron,,6.0,350,,8.0,0.9,,,,,,,,1,,,bytecode_verified_partial,
more_ores_more_gems:magnesium_hoe,more_ores_more_gems,player_tool_or_weapon,_hoe,momg_complete_tool_family,1,more_ores_more_gems:magnesium_hoe_recipe,minecraft:crafting_shaped,minecraft:stick;more_ores_more_gems:magnesium_ingot,kubejs_override:Infinite Domain,0,,1,momg_bytecode_and_material_floor_provisional,iron,,6.0,350,,0.0,3.0,,,,,,,,1,,,bytecode_verified_partial,
more_ores_more_gems:magnesium_pickaxe,more_ores_more_gems,player_tool_or_weapon,_pickaxe,momg_complete_tool_family,1,more_ores_more_gems:magnesium_pickaxe_recipe,minecraft:crafting_shaped,minecraft:stick;more_ores_more_gems:magnesium_ingot,kubejs_override:Infinite Domain,0,,1,momg_bytecode_and_material_floor_provisional,iron,,6.0,350,,3.0,1.4,,,,,,,,1,,,bytecode_verified_partial,
more_ores_more_gems:magnesium_shovel,more_ores_more_gems,player_tool_or_weapon,_shovel,momg_complete_tool_family,1,more_ores_more_gems:magnesium_shovel_recipe,minecraft:crafting_shaped,minecraft:stick;more_ores_more_gems:magnesium_ingot,kubejs_override:Infinite Domain,0,,1,momg_bytecode_and_material_floor_provisional,iron,,6.0,350,,3.0,1.0,,,,,,,,1,,,bytecode_verified_partial,
more_ores_more_gems:magnesium_sword,more_ores_more_gems,player_tool_or_weapon,_sword,momg_complete_tool_family,1,more_ores_more_gems:magnesium_sword_recipe,minecraft:crafting_shaped,minecraft:stick;more_ores_more_gems:magnesium_ingot,kubejs_override:Infinite Domain,0,,1,momg_bytecode_and_material_floor_provisional,iron,,6.0,350,,5.0,1.6,,,,,,,,1,,,bytecode_verified_partial,
more_ores_more_gems:monel_axe,more_ores_more_gems,player_tool_or_weapon,_axe,momg_complete_tool_family,1,more_ores_more_gems:monel_axe_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:monel_ingot,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,8.0,950,,8.5,0.9,,,,,,,,3,,,bytecode_verified_partial,
more_ores_more_gems:monel_hoe,more_ores_more_gems,player_tool_or_weapon,_hoe,momg_complete_tool_family,1,more_ores_more_gems:monel_hoe_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:monel_ingot,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,8.0,950,,0.2,3.0,,,,,,,,3,,,bytecode_verified_partial,
more_ores_more_gems:monel_pickaxe,more_ores_more_gems,player_tool_or_weapon,_pickaxe,momg_complete_tool_family,1,more_ores_more_gems:monel_pickaxe_recipe,minecraft:crafting_shaped,minecraft:diamond;more_ores_more_gems:monel_ingot,kubejs_override:Infinite Domain,0,,3,momg_bytecode_and_material_floor_provisional,iron,,8.0,950,,4.0,1.2,,,,,,,,3,,,bytecode_verified_partial,
