"id","node_kind","namespace"
"recipe:allthecompressed:decompress/cherry_planks_8x","recipe","recipe"
"recipe:allthecompressed:decompress/cherry_planks_9x","recipe","recipe"
"recipe:allthecompressed:decompress/cinnabar_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/cinnabar_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/cinnabar_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/cinnabar_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/cinnabar_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/cinnabar_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/cinnabar_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/cinnabar_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/cinnabar_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/clay_1x","recipe","recipe"
"recipe:allthecompressed:decompress/clay_2x","recipe","recipe"
"recipe:allthecompressed:decompress/clay_3x","recipe","recipe"
"recipe:allthecompressed:decompress/clay_4x","recipe","recipe"
"recipe:allthecompressed:decompress/clay_5x","recipe","recipe"
"recipe:allthecompressed:decompress/clay_6x","recipe","recipe"
"recipe:allthecompressed:decompress/clay_7x","recipe","recipe"
"recipe:allthecompressed:decompress/clay_8x","recipe","recipe"
"recipe:allthecompressed:decompress/clay_9x","recipe","recipe"
"recipe:allthecompressed:decompress/coal_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/coal_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/coal_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/coal_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/coal_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/coal_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/coal_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/coal_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/coal_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/cobbled_deepslate_1x","recipe","recipe"
"recipe:allthecompressed:decompress/cobbled_deepslate_2x","recipe","recipe"
"recipe:allthecompressed:decompress/cobbled_deepslate_3x","recipe","recipe"
"recipe:allthecompressed:decompress/cobbled_deepslate_4x","recipe","recipe"
"recipe:allthecompressed:decompress/cobbled_deepslate_5x","recipe","recipe"
"recipe:allthecompressed:decompress/cobbled_deepslate_6x","recipe","recipe"
"recipe:allthecompressed:decompress/cobbled_deepslate_7x","recipe","recipe"
"recipe:allthecompressed:decompress/cobbled_deepslate_8x","recipe","recipe"
"recipe:allthecompressed:decompress/cobbled_deepslate_9x","recipe","recipe"
"recipe:allthecompressed:decompress/cobblestone_1x","recipe","recipe"
"recipe:allthecompressed:decompress/cobblestone_2x","recipe","recipe"
"recipe:allthecompressed:decompress/cobblestone_3x","recipe","recipe"
"recipe:allthecompressed:decompress/cobblestone_4x","recipe","recipe"
"recipe:allthecompressed:decompress/cobblestone_5x","recipe","recipe"
"recipe:allthecompressed:decompress/cobblestone_6x","recipe","recipe"
"recipe:allthecompressed:decompress/cobblestone_7x","recipe","recipe"
"recipe:allthecompressed:decompress/cobblestone_8x","recipe","recipe"
"recipe:allthecompressed:decompress/cobblestone_9x","recipe","recipe"
"recipe:allthecompressed:decompress/compressed_iron_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/compressed_iron_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/compressed_iron_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/compressed_iron_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/compressed_iron_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/compressed_iron_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/compressed_iron_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/compressed_iron_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/compressed_iron_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/conductive_alloy_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/conductive_alloy_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/conductive_alloy_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/conductive_alloy_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/conductive_alloy_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/conductive_alloy_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/conductive_alloy_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/conductive_alloy_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/conductive_alloy_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/constantan_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/constantan_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/constantan_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/constantan_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/constantan_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/constantan_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/constantan_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/constantan_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/constantan_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/copper_alloy_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/copper_alloy_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/copper_alloy_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/copper_alloy_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/copper_alloy_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/copper_alloy_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/copper_alloy_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/copper_alloy_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/copper_alloy_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/copper_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/copper_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/copper_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/copper_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/copper_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/copper_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/copper_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/copper_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/copper_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_blackstone_1x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_blackstone_2x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_blackstone_3x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_blackstone_4x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_blackstone_5x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_blackstone_6x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_blackstone_7x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_blackstone_8x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_blackstone_9x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_deepslate_1x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_deepslate_2x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_deepslate_3x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_deepslate_4x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_deepslate_5x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_deepslate_6x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_deepslate_7x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_deepslate_8x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_deepslate_9x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_end_stone_1x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_end_stone_2x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_end_stone_3x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_end_stone_4x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_end_stone_5x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_end_stone_6x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_end_stone_7x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_end_stone_8x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_end_stone_9x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_netherrack_1x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_netherrack_2x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_netherrack_3x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_netherrack_4x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_netherrack_5x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_netherrack_6x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_netherrack_7x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_netherrack_8x","recipe","recipe"
"recipe:allthecompressed:decompress/crushed_netherrack_9x","recipe","recipe"
"recipe:allthecompressed:decompress/cyan_concrete_1x","recipe","recipe"
"recipe:allthecompressed:decompress/cyan_concrete_2x","recipe","recipe"
"recipe:allthecompressed:decompress/cyan_concrete_3x","recipe","recipe"
"recipe:allthecompressed:decompress/cyan_concrete_4x","recipe","recipe"
"recipe:allthecompressed:decompress/cyan_concrete_5x","recipe","recipe"
"recipe:allthecompressed:decompress/cyan_concrete_6x","recipe","recipe"
"recipe:allthecompressed:decompress/cyan_concrete_7x","recipe","recipe"
"recipe:allthecompressed:decompress/cyan_concrete_8x","recipe","recipe"
"recipe:allthecompressed:decompress/cyan_concrete_9x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_oak_log_1x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_oak_log_2x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_oak_log_3x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_oak_log_4x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_oak_log_5x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_oak_log_6x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_oak_log_7x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_oak_log_8x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_oak_log_9x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_oak_planks_1x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_oak_planks_2x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_oak_planks_3x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_oak_planks_4x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_oak_planks_5x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_oak_planks_6x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_oak_planks_7x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_oak_planks_8x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_oak_planks_9x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_steel_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_steel_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_steel_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_steel_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_steel_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_steel_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_steel_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_steel_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/dark_steel_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/darkstone_1x","recipe","recipe"
"recipe:allthecompressed:decompress/darkstone_2x","recipe","recipe"
"recipe:allthecompressed:decompress/darkstone_3x","recipe","recipe"
"recipe:allthecompressed:decompress/darkstone_4x","recipe","recipe"
"recipe:allthecompressed:decompress/darkstone_5x","recipe","recipe"
"recipe:allthecompressed:decompress/darkstone_6x","recipe","recipe"
"recipe:allthecompressed:decompress/darkstone_7x","recipe","recipe"
"recipe:allthecompressed:decompress/darkstone_8x","recipe","recipe"
"recipe:allthecompressed:decompress/darkstone_9x","recipe","recipe"
"recipe:allthecompressed:decompress/deepslate_1x","recipe","recipe"
"recipe:allthecompressed:decompress/deepslate_2x","recipe","recipe"
"recipe:allthecompressed:decompress/deepslate_3x","recipe","recipe"
"recipe:allthecompressed:decompress/deepslate_4x","recipe","recipe"
"recipe:allthecompressed:decompress/deepslate_5x","recipe","recipe"
"recipe:allthecompressed:decompress/deepslate_6x","recipe","recipe"
"recipe:allthecompressed:decompress/deepslate_7x","recipe","recipe"
"recipe:allthecompressed:decompress/deepslate_8x","recipe","recipe"
"recipe:allthecompressed:decompress/deepslate_9x","recipe","recipe"
"recipe:allthecompressed:decompress/diamond_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/diamond_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/diamond_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/diamond_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/diamond_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/diamond_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/diamond_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/diamond_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/diamond_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/diorite_1x","recipe","recipe"
"recipe:allthecompressed:decompress/diorite_2x","recipe","recipe"
"recipe:allthecompressed:decompress/diorite_3x","recipe","recipe"
"recipe:allthecompressed:decompress/diorite_4x","recipe","recipe"
"recipe:allthecompressed:decompress/diorite_5x","recipe","recipe"
"recipe:allthecompressed:decompress/diorite_6x","recipe","recipe"
"recipe:allthecompressed:decompress/diorite_7x","recipe","recipe"
"recipe:allthecompressed:decompress/diorite_8x","recipe","recipe"
"recipe:allthecompressed:decompress/diorite_9x","recipe","recipe"
"recipe:allthecompressed:decompress/dirt_1x","recipe","recipe"
"recipe:allthecompressed:decompress/dirt_2x","recipe","recipe"
"recipe:allthecompressed:decompress/dirt_3x","recipe","recipe"
"recipe:allthecompressed:decompress/dirt_4x","recipe","recipe"
"recipe:allthecompressed:decompress/dirt_5x","recipe","recipe"
"recipe:allthecompressed:decompress/dirt_6x","recipe","recipe"
"recipe:allthecompressed:decompress/dirt_7x","recipe","recipe"
"recipe:allthecompressed:decompress/dirt_8x","recipe","recipe"
"recipe:allthecompressed:decompress/dirt_9x","recipe","recipe"
"recipe:allthecompressed:decompress/dried_kelp_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/dried_kelp_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/dried_kelp_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/dried_kelp_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/dried_kelp_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/dried_kelp_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/dried_kelp_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/dried_kelp_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/dried_kelp_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/dripstone_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/dripstone_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/dripstone_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/dripstone_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/dripstone_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/dripstone_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/dripstone_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/dripstone_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/dripstone_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/dust_1x","recipe","recipe"
"recipe:allthecompressed:decompress/dust_2x","recipe","recipe"
"recipe:allthecompressed:decompress/dust_3x","recipe","recipe"
"recipe:allthecompressed:decompress/dust_4x","recipe","recipe"
"recipe:allthecompressed:decompress/dust_5x","recipe","recipe"
"recipe:allthecompressed:decompress/dust_6x","recipe","recipe"
"recipe:allthecompressed:decompress/dust_7x","recipe","recipe"
"recipe:allthecompressed:decompress/dust_8x","recipe","recipe"
"recipe:allthecompressed:decompress/dust_9x","recipe","recipe"
"recipe:allthecompressed:decompress/electrum_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/electrum_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/electrum_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/electrum_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/electrum_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/electrum_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/electrum_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/electrum_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/electrum_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/emberstone_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/emberstone_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/emberstone_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/emberstone_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/emberstone_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/emberstone_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/emberstone_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/emberstone_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/emberstone_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/emerald_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/emerald_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/emerald_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/emerald_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/emerald_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/emerald_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/emerald_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/emerald_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/emerald_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/end_steel_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/end_steel_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/end_steel_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/end_steel_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/end_steel_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/end_steel_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/end_steel_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/end_steel_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/end_steel_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/end_stone_1x","recipe","recipe"
"recipe:allthecompressed:decompress/end_stone_2x","recipe","recipe"
"recipe:allthecompressed:decompress/end_stone_3x","recipe","recipe"
"recipe:allthecompressed:decompress/end_stone_4x","recipe","recipe"
"recipe:allthecompressed:decompress/end_stone_5x","recipe","recipe"
"recipe:allthecompressed:decompress/end_stone_6x","recipe","recipe"
"recipe:allthecompressed:decompress/end_stone_7x","recipe","recipe"
"recipe:allthecompressed:decompress/end_stone_8x","recipe","recipe"
"recipe:allthecompressed:decompress/end_stone_9x","recipe","recipe"
"recipe:allthecompressed:decompress/ender_pearl_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/ender_pearl_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/ender_pearl_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/ender_pearl_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/ender_pearl_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/ender_pearl_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/ender_pearl_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/ender_pearl_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/ender_pearl_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/enderium_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/enderium_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/enderium_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/enderium_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/enderium_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/enderium_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/enderium_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/enderium_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/enderium_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/energetic_alloy_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/energetic_alloy_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/energetic_alloy_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/energetic_alloy_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/energetic_alloy_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/energetic_alloy_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/energetic_alloy_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/energetic_alloy_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/energetic_alloy_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/energized_steel_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/energized_steel_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/energized_steel_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/energized_steel_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/energized_steel_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/energized_steel_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/energized_steel_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/energized_steel_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/energized_steel_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/entro_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/entro_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/entro_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/entro_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/entro_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/entro_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/entro_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/entro_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/entro_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/flint_block","recipe","recipe"
"recipe:allthecompressed:decompress/flint_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/flint_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/flint_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/flint_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/flint_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/flint_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/flint_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/flint_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/flint_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/fluix_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/fluix_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/fluix_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/fluix_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/fluix_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/fluix_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/fluix_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/fluix_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/fluix_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/fluorite_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/fluorite_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/fluorite_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/fluorite_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/fluorite_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/fluorite_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/fluorite_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/fluorite_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/fluorite_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/glass_1x","recipe","recipe"
"recipe:allthecompressed:decompress/glass_2x","recipe","recipe"
"recipe:allthecompressed:decompress/glass_3x","recipe","recipe"
"recipe:allthecompressed:decompress/glass_4x","recipe","recipe"
"recipe:allthecompressed:decompress/glass_5x","recipe","recipe"
"recipe:allthecompressed:decompress/glass_6x","recipe","recipe"
"recipe:allthecompressed:decompress/glass_7x","recipe","recipe"
"recipe:allthecompressed:decompress/glass_8x","recipe","recipe"
"recipe:allthecompressed:decompress/glass_9x","recipe","recipe"
"recipe:allthecompressed:decompress/glowstone_1x","recipe","recipe"
"recipe:allthecompressed:decompress/glowstone_2x","recipe","recipe"
"recipe:allthecompressed:decompress/glowstone_3x","recipe","recipe"
"recipe:allthecompressed:decompress/glowstone_4x","recipe","recipe"
"recipe:allthecompressed:decompress/glowstone_5x","recipe","recipe"
"recipe:allthecompressed:decompress/glowstone_6x","recipe","recipe"
"recipe:allthecompressed:decompress/glowstone_7x","recipe","recipe"
"recipe:allthecompressed:decompress/glowstone_8x","recipe","recipe"
"recipe:allthecompressed:decompress/glowstone_9x","recipe","recipe"
"recipe:allthecompressed:decompress/gold_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/gold_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/gold_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/gold_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/gold_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/gold_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/gold_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/gold_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/gold_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/granite_1x","recipe","recipe"
"recipe:allthecompressed:decompress/granite_2x","recipe","recipe"
"recipe:allthecompressed:decompress/granite_3x","recipe","recipe"
"recipe:allthecompressed:decompress/granite_4x","recipe","recipe"
"recipe:allthecompressed:decompress/granite_5x","recipe","recipe"
"recipe:allthecompressed:decompress/granite_6x","recipe","recipe"
"recipe:allthecompressed:decompress/granite_7x","recipe","recipe"
"recipe:allthecompressed:decompress/granite_8x","recipe","recipe"
"recipe:allthecompressed:decompress/granite_9x","recipe","recipe"
"recipe:allthecompressed:decompress/grass_block_1x","recipe","recipe"
"recipe:allthecompressed:decompress/grass_block_2x","recipe","recipe"
"recipe:allthecompressed:decompress/grass_block_3x","recipe","recipe"
"recipe:allthecompressed:decompress/grass_block_4x","recipe","recipe"
"recipe:allthecompressed:decompress/grass_block_5x","recipe","recipe"
"recipe:allthecompressed:decompress/grass_block_6x","recipe","recipe"
"recipe:allthecompressed:decompress/grass_block_7x","recipe","recipe"
"recipe:allthecompressed:decompress/grass_block_8x","recipe","recipe"
"recipe:allthecompressed:decompress/grass_block_9x","recipe","recipe"
"recipe:allthecompressed:decompress/gravel_1x","recipe","recipe"
"recipe:allthecompressed:decompress/gravel_2x","recipe","recipe"
"recipe:allthecompressed:decompress/gravel_3x","recipe","recipe"
"recipe:allthecompressed:decompress/gravel_4x","recipe","recipe"
"recipe:allthecompressed:decompress/gravel_5x","recipe","recipe"
